docid,word_count,pos_count,neg_count,ISBN,Copyright,Committee member,University location,Source,Department,Degree date,Title,Document type,Degree,Dissertation/thesis number,Author,Advisor,Country of publication,Number of pages,Language,Database,School code,Publication year,Identifier / keyword,Document URL,Place of publication,Classification,University/institution,Source type,Subject
1512217713,362,37,1,9781303764974,Copyright ProQuest UMI Dissertations Publishing 2014,Ford Thomas;Foote Stephanie,United States -- Minnesota,DAI-A 75/06(E) Dec 2014,School of Education,2014,Perceived impact of academic support program participation on persistence of first-generation African American male students at a Historically Black College,Dissertation/Thesis,Ph.D.,3613537,Rachell Kelvin,Skaruppa Cindy;Skaruppa Cindy,United States,133,English,ProQuest Dissertations & Theses Full Text,1351,2014,Social sciences;Education;Academic support;African american male;First generation;Historically black college;Persistence;Summer bridge;Social sciences;Education;Academic support;African american male;First generation;Historically black college;Persistence;Summer bridge,http://search.proquest.com/docview/1512217713?accountid=13314,Ann Arbor,0296: African American Studies;0745: Higher education,Capella University,Dissertations & Theses,African American Studies;Higher education
1353110640,46,5,1,9781303039218,Copyright ProQuest UMI Dissertations Publishing 2013,Galloway Mollie;Smith Greg,United States -- Oregon,DAI-A 74/08(E) Feb 2014,Education,2013,A Delphi Method study forecasting a sustainable schoolhouse,Dissertation/Thesis,Ed.D.,3559056,Patterson Jeremiah,Carr Carolyn;Carr Carolyn,United States,132,English,ProQuest Dissertations & Theses Full Text,0487,2013,Communication and the arts;Education;Schoolhouse;Delphi;Design;Sustainability;Communication and the arts;Education;Schoolhouse;Delphi;Design;Sustainability,http://search.proquest.com/docview/1353110640?accountid=13314,Ann Arbor,0449: Educational leadership;0514: School administration;0729: Architecture,Lewis and Clark College,Dissertations & Theses,Educational leadership;School administration;Architecture
1500834233,266,20,1,9781303709470,Copyright ProQuest UMI Dissertations Publishing 2014,Murphree E. Lile;Bischoff John;Dever Jason;Mazzuchi Thomas A.;Sarkani Shahram,United States -- District of Columbia,DAI-A 75/05(E) Nov 2014,Engineering Mgt and Systems Engineering,2014,A Systems Engineering Framework for Implementing a Security and Critical Patch Management Process in Diverse Environments (Academic Departments' Workstations),Dissertation/Thesis,Ph.D.,3610833,Mohammadi Hadi,Mazzuchi Thomas A.;Sarkani Shahram;Mazzuchi Thomas A.;Sarkani Shahram,United States,141,English,ProQuest Dissertations & Theses Full Text,0075,2014,Applied sciences;Education;Maintenance optimization;Patch management;Security;Systems engineering;Vulnerability;Applied sciences;Education;Maintenance optimization;Patch management;Security;Systems engineering;Vulnerability,http://search.proquest.com/docview/1500834233?accountid=13314,Ann Arbor,0489: Information Technology;0714: Science education;0790: Systems science,The George Washington University,Dissertations & Theses,Information Technology;Science education;Systems science
1512418531,561,38,3,9781303774164,Copyright ProQuest UMI Dissertations Publishing 2014,Taube Daniel O.,United States -- California,DAI-B 75/06(E) Dec 2014,Psychology,2014,Life After Foster Care: A Study of Successful Outcomes,Dissertation/Thesis,Psy.D.,3613775,Gaffney Felisa,Connor Michael E.;Jenkins-Monroe Valata;Connor Michael E.;Jenkins-Monroe Valata,United States,165,English,ProQuest Dissertations & Theses Full Text,1634,2014,Social sciences;Psychology;African American people;African centered perspective;Consensual qualitative research;Ecological systems theory;Foster children;Successful outcomes;Social sciences;Psychology;African American people;African centered perspective;Consensual qualitative research;Ecological systems theory;Foster children;Successful outcomes,http://search.proquest.com/docview/1512418531?accountid=13314,Ann Arbor,0296: African American Studies;0620: Developmental psychology;0633: Cognitive psychology,Alliant International University,Dissertations & Theses,African American Studies;Developmental psychology;Cognitive psychology
1501470594,287,43,0,9781303712951,Copyright ProQuest UMI Dissertations Publishing 2014,Brown Welty Sharon;Boris Virginia;Schultz Randy,United States -- California,DAI-A 75/05(E) Nov 2014,Educational Leadership,2014,The role of leadership in implementing and sustaining a performance-based system,Dissertation/Thesis,Ed.D.,3610996,Suleiman Hana,Wise Donald;Wise Donald,United States,230,English,ProQuest Dissertations & Theses Full Text,6050,2014,Education;Educational change;Education system;Leadership;Performance-based;School reform;Sustainable leadership;Education;Educational change;Education system;Leadership;Performance-based;School reform;Sustainable leadership,http://search.proquest.com/docview/1501470594?accountid=13314,Ann Arbor,0449: Educational leadership,California State University Fresno,Dissertations & Theses,Educational leadership
1520016636,0,0,0,9780499263797,Copyright ProQuest UMI Dissertations Publishing 2014,,Canada,MAI 52/06(E) Dec 2014,bsheaff@uvic.ca;bsheaff@uvic.ca,2014,The Duty to Consult First Nations within the Environmental Assessment Process: A Resource Industry Perspective,Dissertation/Thesis,M.A.,MS26379,Chadwick Megan,Cunningham J. Barton;Cunningham J. Barton,United States,129,English,ProQuest Dissertations & Theses Full Text,0244,2014,Social sciences;Health and environmental sciences;Resource industry;British Columbia;First Nations;Social sciences;Health and environmental sciences;Resource industry;British Columbia;First Nations,http://search.proquest.com/docview/1520016636?accountid=13314,Ann Arbor,0474: Environmental management;0615: Political science;0617: Public administration;0740: Native American studies,University of Victoria (Canada),Dissertations & Theses,Environmental management;Political science;Public administration;Native American studies
1516542989,467,37,8,9780499261700,Copyright ProQuest UMI Dissertations Publishing 2014,,Canada,MAI 52/05(E) Oct 2014,Nursing,2014,Nurses' Attitudes about the Importance of Families in Nursing Care: A Survey of Canadian Critical Care Nurses Working in Adult ICUs,Dissertation/Thesis,M.N.,MS26170,Alguire Sandra Denise Anne,,United States,178,English,ProQuest Dissertations & Theses Full Text,0303,2014,Health and environmental sciences;Critical care nurses;Intensive care units;Visitation;Families;Health and environmental sciences;Critical care nurses;Intensive care units;Visitation;Families,http://search.proquest.com/docview/1516542989?accountid=13314,Ann Arbor,0569: Nursing,University of Manitoba (Canada),Dissertations & Theses,Nursing
1504262850,147,19,1,9781303765421,Copyright ProQuest UMI Dissertations Publishing 2014,,United States -- New York,MAI 52/05(E) Oct 2014,,2014,Characterization of a Cryptic Plasmid From the Deep Subsurface Bacteria Pseudomonas spp.B0623,Dissertation/Thesis,M.S.,1527296,Aljahdali Norah,Coombs Jonna;Coombs Jonna,United States,33,English,ProQuest Dissertations & Theses Full Text,0001,2014,Biological sciences;Biological sciences,http://search.proquest.com/docview/1504262850?accountid=13314,Ann Arbor,0307: Molecular biology;0410: Microbiology,Adelphi University,Dissertations & Theses,Molecular biology;Microbiology
1498550387,499,45,1,9781303686603,Copyright ProQuest UMI Dissertations Publishing 2014,Green Tiffany;Machnic John,United States -- Minnesota,DAI-A 75/05(E) Nov 2014,School of Business and Technology,2014,Achieving executive status within the federal government: A phenomenological study of African American male senior executives within the Department of defense,Dissertation/Thesis,Ph.D.,3609629,Woodlin Gary E.,Miller Susan;Miller Susan,United States,204,English,ProQuest Dissertations & Theses Full Text,1351,2014,Social sciences;African American;Male senior executives;Department of defense;Federal government;Social sciences;African American;Male senior executives;Department of defense;Federal government,http://search.proquest.com/docview/1498550387?accountid=13314,Ann Arbor,0296: African American Studies;0310: Business administration;0703: Organizational behavior,Capella University,Dissertations & Theses,African American Studies;Business administration;Organizational behavior
1508835888,218,24,1,9781303750953,Copyright ProQuest UMI Dissertations Publishing 2014,Tabbaa Sawsan;Guan Guoqiang;Warunek Stephen;Falsafi Rebecca,United States -- New York,MAI 52/05(E) Oct 2014,Orthodontics,2014,Patient compliance with orthodontic removable retainers: A pilot study,Dissertation/Thesis,M.S.,1553040,Hyun Paul,Preston Charles B.;Preston Charles B.,United States,48,English,ProQuest Dissertations & Theses Full Text,0656,2014,Health and environmental sciences;Compliance;Orthodontic;Removable;Retainers;Health and environmental sciences;Compliance;Orthodontic;Removable;Retainers,http://search.proquest.com/docview/1508835888?accountid=13314,Ann Arbor,0567: Dentistry,State University of New York at Buffalo,Dissertations & Theses,Dentistry
1323195951,0,0,0,9781267980342,Copyright ProQuest UMI Dissertations Publishing 2014,Kelly-Vance Lisa;Ritzman Mitzi,United States -- Nebraska,DAI-B 74/07(E) Jan 2014,Psychology,2014,A playground social skills intervention for children exhibiting emotional and behavioral problems,Dissertation/Thesis,Ed.S.,3556224,DiFolco Kelly,McKevitt Brian;McKevitt Brian,United States,33,English,ProQuest Dissertations & Theses Full Text,1060,2014,Psychology;Playground;Children behavior;Behavior problems;Emotional problems;Intervention;Social skills;Psychology;Playground;Children behavior;Behavior problems;Emotional problems;Intervention;Social skills,http://search.proquest.com/docview/1323195951?accountid=13314,Ann Arbor,0384: Behavioral psychology;0451: Social psychology;0620: Developmental psychology;0621: Psychology,University of Nebraska at Omaha,Dissertations & Theses,Behavioral psychology;Social psychology;Developmental psychology;Psychology
1505378338,137,6,1,9781303733697,Copyright ProQuest UMI Dissertations Publishing 2014,Hodge David;Jackson James E.,United States -- Michigan,MAI 52/05(E) Oct 2014,Biosystems Engineering - Master of Science,2014,A study of switchgrass pyrolysis: Product variability and reaction kinetics,Dissertation/Thesis,M.S.,1552643,Bovee Jonathan Matthew,Saffron Christopher M.;Saffron Christopher M.,United States,137,English,ProQuest Dissertations & Theses Full Text,0128,2014,Pure sciences;Applied sciences;Biofuel;Energy;Kinetics;Pyrolysis;Switchgrass;Tga;Pure sciences;Applied sciences;Biofuel;Energy;Kinetics;Pyrolysis;Switchgrass;Tga,http://search.proquest.com/docview/1505378338?accountid=13314,Ann Arbor,0485: Chemistry;0537: Engineering;0791: Energy,Michigan State University,Dissertations & Theses,Chemistry;Engineering;Energy
1512620098,908,78,6,9781303774973,Copyright ProQuest UMI Dissertations Publishing 2014,Evert Tom;Lang Bette;Nash Pam;Simms Muriel,United States -- Wisconsin,DAI-A 75/07(E) Jan 2015,Department of Education,2014,Teachers' perceptions of principal leadership based on the 21 responsibilities of a school leader as defined by marzano waters and mcnulty (2005),Dissertation/Thesis,Ed.D.,3613803,Bedessem-Chandler Tammy,Salerno Steven V.;Salerno Steven V.,United States,173,English,ProQuest Dissertations & Theses Full Text,1501,2014,Education;Responsibilities;Marzano;Waters;And mcnulty (2005);Principal leadership;School leadership;Student achievement;Teachers' perceptions;Education;Responsibilities;Marzano;Waters;And mcnulty (2005);Principal leadership;School leadership;Student achievement;Teachers' perceptions,http://search.proquest.com/docview/1512620098?accountid=13314,Ann Arbor,0449: Educational leadership;0514: School administration,Edgewood College,Dissertations & Theses,Educational leadership;School administration
1516592230,395,44,0,9780499262271,Copyright ProQuest UMI Dissertations Publishing 2014,,Canada,MAI 52/05(E) Oct 2014,Computer Science,2014,A color blending model and a color correction algorithm for additive optical see-through displays,Dissertation/Thesis,M.Sc.,MS26227,Kirshnamachari Sridharan Srikanth,,United States,112,English,ProQuest Dissertations & Theses Full Text,0303,2014,Applied sciences;Color blending;See-through displays;Color correction;Transparent display;Applied sciences;Color blending;See-through displays;Color correction;Transparent display,http://search.proquest.com/docview/1516592230?accountid=13314,Ann Arbor,0984: Computer science,University of Manitoba (Canada),Dissertations & Theses,Computer science
1513590561,530,31,1,9781303800078,Copyright ProQuest UMI Dissertations Publishing 2014,,United States -- North Carolina,DAI-B 75/07(E) Jan 2015,,2014,Fate and Biological Activity of Endocrine Disrupting Compounds in the Waste of a Commercial Swine Operation,Dissertation/Thesis,Ph.D.,3586245,Yost Erin Elizabeth,Kullman Seth W.;Kullman Seth W.,United States,280,English,ProQuest Dissertations & Theses Full Text,0155,2014,Health and environmental sciences;Endocrine disrupting compounds;Animal feeding operations;Steroid hormones;Phytoestrogens;Estrogen receptors;Japanese medake;Estrogenic activity;Health and environmental sciences;Endocrine disrupting compounds;Animal feeding operations;Steroid hormones;Phytoestrogens;Estrogen receptors;Japanese medake;Estrogenic activity,http://search.proquest.com/docview/1513590561?accountid=13314,Ann Arbor,0383: Toxicology;0383: Surgery,North Carolina State University,Dissertations & Theses,Toxicology;Surgery
1417775797,258,23,3,9781303190360,Copyright ProQuest UMI Dissertations Publishing 2013,Feijoo Laura;Driscoll Mary E.,United States -- New York,DAI-A 74/10(E) Apr 2014,Administration Leadership and Technology,2013,Student voice: How do students describe their experiences in a small urban high school?,Dissertation/Thesis,Ed.D.,3567284,Jones Beverley Angela,Astuto Terry;Astuto Terry,United States,242,English,ProQuest Dissertations & Theses Full Text,0146,2013,Education;School size;Student achievement;Student experience;Student involvement;Student voice;Urban education;Small high schools;Education;School size;Student achievement;Student experience;Student involvement;Student voice;Urban education;Small high schools,http://search.proquest.com/docview/1417775797?accountid=13314,Ann Arbor,0449: Educational leadership;0458: Education Policy;0533: Secondary education,New York University,Dissertations & Theses,Educational leadership;Education Policy;Secondary education
1354493314,974,58,9,9781303051692,Copyright ProQuest UMI Dissertations Publishing 2013,Jacobson Lisa;Orozco Monica,United States -- California,DAI-A 74/08(E) Feb 2014,History,2013,Children at the Edge of the Empire: A History of Childhood in Coastal California's Pueblos and Missions 1750 -- 1848,Dissertation/Thesis,Ph.D.,3559782,Crispin-Peralta Vanessa Christine,Plane Ann M.;Plane Ann M.,United States,291,English,ProQuest Dissertations & Theses Full Text,0035,2013,Social sciences;Children;Colonial California;Missions;Native American;Spanish California;Social sciences;Children;Colonial California;Missions;Native American;Spanish California,http://search.proquest.com/docview/1354493314?accountid=13314,Ann Arbor,0337: American history,University of California Santa Barbara,Dissertations & Theses,American history
1513579692,250,23,1,9781303795947,Copyright ProQuest UMI Dissertations Publishing 2014,Campbell Venetta;Jennings Lisa,United States -- California,MAI 52/05(E) Oct 2014,Social Work,2014,Successful emancipation of foster youth through the use of mentors: A grant proposal,Dissertation/Thesis,M.S.W.,1527555,Hernandez Mayda,Glezakos Agathi;Glezakos Agathi,United States,80,English,ProQuest Dissertations & Theses Full Text,6080,2014,Social sciences;Transitioning foster youth;Mentoring program;Social sciences;Transitioning foster youth;Mentoring program,http://search.proquest.com/docview/1513579692?accountid=13314,Ann Arbor,0452: Social work;0628: Individual & family studies,California State University Long Beach,Dissertations & Theses,Social work;Individual & family studies
1504845465,354,33,0,9781303730672,Copyright ProQuest UMI Dissertations Publishing 2014,Davidson Charlie;Hirschman David;Putney Laura,United States -- Virginia,DAI-A 75/06(E) Dec 2014,Liberty Baptist Theological Seminary,2014,Revitalizing the women's ministry: Women mentoring to the Women a Titus 2 Project,Dissertation/Thesis,D.Min.,3611947,Thomas Iva,Davidson Charlie;Davidson Charlie,United States,167,English,ProQuest Dissertations & Theses Full Text,1052,2014,Philosophy religion and theology;Social sciences;Women mentoring;Ministry;Titus 2 project;Philosophy religion and theology;Social sciences;Women mentoring;Ministry;Titus 2 project,http://search.proquest.com/docview/1504845465?accountid=13314,Ann Arbor,0453: Womens studies;0647: Spirituality,Liberty University,Dissertations & Theses,Womens studies;Spirituality
1500834967,208,19,2,9781303709180,Copyright ProQuest UMI Dissertations Publishing 2014,Shelton Dana;Schlabra Michael,United States -- Arizona,DAI-A 75/05(E) Nov 2014,College of Doctoral Studies,2014,Weighing in On Education: A Study of Childhood Obesity and Student Achievement,Dissertation/Thesis,Ed.D.,3610814,Guindon John R. Sr.,Kimball Reginald;Kimball Reginald,United States,115,English,ProQuest Dissertations & Theses Full Text,1582,2014,Health and environmental sciences;Education;Albert bandura;Body mass index;Childhood obesity;Standardized tests;Student achievement;Health and environmental sciences;Education;Albert bandura;Body mass index;Childhood obesity;Standardized tests;Student achievement,http://search.proquest.com/docview/1500834967?accountid=13314,Ann Arbor,0524: Elementary education;0570: Nutrition;0680: Health education,Grand Canyon University,Dissertations & Theses,Elementary education;Nutrition;Health education
1502016027,266,34,2,9781303716980,Copyright ProQuest UMI Dissertations Publishing 2014,Barnett Pamela;Schifter Catherine;McNamara Horvat Erin;Kuriloff Peshe,United States -- Pennsylvania,DAI-A 75/05(E) Nov 2014,Educational Psychology,2014,Conceptions of and motivation for teaching in higher education: An interview study among participants in a teaching certificate program,Dissertation/Thesis,Ph.D.,3611189,Vorndran Patricia,Kaplan Avi;Kaplan Avi,United States,204,English,ProQuest Dissertations & Theses Full Text,0225,2014,Education;Motivation;Professional development;Teaching in higher education;Education;Motivation;Professional development;Teaching in higher education,http://search.proquest.com/docview/1502016027?accountid=13314,Ann Arbor,0525: Educational psychology,Temple University,Dissertations & Theses,Educational psychology
1494527704,258,15,3,9781303655357,Copyright ProQuest UMI Dissertations Publishing 2014,Cable Lynda;Van Haveren Richard,United States -- Minnesota,DAI-A 75/04(E) Oct 2014,Harold Abel School of Social and Behavioral Sciences,2014,A generic qualitative study of the contributors to successful graduation of college students with disabilities,Dissertation/Thesis,Ph.D.,3607814,Bauer Russell A.,Vail Thomas C.;Vail Thomas C.,United States,106,English,ProQuest Dissertations & Theses Full Text,1351,2014,Psychology;Education;ADHD;Autism;Learning disabilities;Postsecondary education;Success;Psychology;Education;ADHD;Autism;Learning disabilities;Postsecondary education;Success,http://search.proquest.com/docview/1494527704?accountid=13314,Ann Arbor,0525: Educational psychology;0621: Psychology,Capella University,Dissertations & Theses,Educational psychology;Psychology
1471916118,579,59,8,9781303587467,Copyright ProQuest UMI Dissertations Publishing 2014,Fries Jonna,United States -- Illinois,DAI-B 75/03(E) Sep 2014,Clinical Forensic Psychology,2014,The Likelihood of Reporting Intimate Partner Violence: A Comparison between Same-Sex Couples and Heterosexual Couples,Dissertation/Thesis,Psy.D.,3603861,Deo Kavita M.,Kennedy Clive;Kennedy Clive,United States,86,English,ProQuest Dissertations & Theses Full Text,0971,2014,Social sciences;Psychology;Barriers;Heterosexual;Intimate partner violence;Reporting behaviors;Same-sex;Social sciences;Psychology;Barriers;Heterosexual;Intimate partner violence;Reporting behaviors;Same-sex,http://search.proquest.com/docview/1471916118?accountid=13314,Ann Arbor,0492: GLBT Studies;0621: Psychology;0622: Clinical psychology,The Chicago School of Professional Psychology,Dissertations & Theses,GLBT Studies;Psychology;Clinical psychology
1519313407,69,5,1,9781303828164,Copyright ProQuest UMI Dissertations Publishing 2014,,United States -- California,MAI 52/05(E) Oct 2014,,2014,Travel: A Depth Psychological Perspective,Dissertation/Thesis,M.A.,1527607,Sanders Erwin D.,Ferrari Diana M.;Ferrari Diana M.,United States,60,English,ProQuest Dissertations & Theses Full Text,1142,2014,Psychology;Psychology,http://search.proquest.com/docview/1519313407?accountid=13314,Ann Arbor,0621: Psychology,Pacifica Graduate Institute,Dissertations & Theses,Psychology
1501470843,653,40,10,9781303714542,Copyright ProQuest UMI Dissertations Publishing 2014,Brown-Welty Sharon;Boris Virginia;Schultz Randy,United States -- California,DAI-A 75/05(E) Nov 2014,Educational Research and Administration,2014,Teacher self-efficacy and teachers' collective efficacy in a performance-based system,Dissertation/Thesis,Ed.D.,3611075,MacQuarrie Becky,Wise Donald;Wise Donald,United States,201,English,ProQuest Dissertations & Theses Full Text,6050,2014,Education;Performance-based systems;Collective efficacy;Self-efficacy;Education;Performance-based systems;Collective efficacy;Self-efficacy,http://search.proquest.com/docview/1501470843?accountid=13314,Ann Arbor,0447: Instructional Design;0449: Educational leadership,California State University Fresno,Dissertations & Theses,Instructional Design;Educational leadership
1501442855,523,49,4,9781303712944,Copyright ProQuest UMI Dissertations Publishing 2014,Mattis Patrick;Morgan Phyllis,United States -- Minnesota,DAI-B 75/05(E) Nov 2014,Health Services,2014,Meeting the Rheumatology Need: A Systematic Review of Literature,Dissertation/Thesis,D.N.P.,3610995,Rubio Lori,Lewis Deborah;Lewis Deborah,United States,73,English,ProQuest Dissertations & Theses Full Text,0543,2014,Health and environmental sciences;Midlevel provider;Nurse practitioner;Rheumatology;Health and environmental sciences;Midlevel provider;Nurse practitioner;Rheumatology,http://search.proquest.com/docview/1501442855?accountid=13314,Ann Arbor,0569: Nursing,Walden University,Dissertations & Theses,Nursing
1520459592,542,29,1,9780499004444,Copyright ProQuest UMI Dissertations Publishing 2014,,Canada,MAI 52/05(E) Oct 2014,,2014,"Almost islands": A research synthesis of aboriginal communities in Canada as metaphorical islands,Dissertation/Thesis,M.A.,MS00444,Tennant Sara K.,,United States,178,English,ProQuest Dissertations & Theses Full Text,1108,2014,Social sciences;Social sciences,http://search.proquest.com/docview/1520459592?accountid=13314,Ann Arbor,0366: Geography,University of Prince Edward Island (Canada),Dissertations & Theses,Geography
1506577133,271,22,5,9781303763373,Copyright ProQuest UMI Dissertations Publishing 2014,,United States -- Arizona,DAI-A 75/05(E) Nov 2014,,2014,Social Networking and Entrepreneurial Success in Central Appalachia: A Multiple-Case Study,Dissertation/Thesis,Ph.D.,3579392,Snodgrass Harry E.,Shriner Michael;Shriner Michael,United States,258,English,ProQuest Dissertations & Theses Full Text,1443,2014,Social sciences;Entrepreneur;Social networks;Distressed economy;Social capital;Economic development;Appalachia;Social sciences;Entrepreneur;Social networks;Distressed economy;Social capital;Economic development;Appalachia,http://search.proquest.com/docview/1506577133?accountid=13314,Ann Arbor,0429: Entrepreneurship;0454: Management,Northcentral University,Dissertations & Theses,Entrepreneurship;Management
1512217613,233,27,0,9781303764417,Copyright ProQuest UMI Dissertations Publishing 2014,Sirois David A.;Hubbard Steven M.,United States -- New York,DAI-A 75/06(E) Dec 2014,Administration Leadership and Technology,2014,From theory to application: A study of knowledge transfer in dental education,Dissertation/Thesis,Ph.D.,3613483,Peltz Ivy D.,Stage Frances K.;Stage Frances K.,United States,143,English,ProQuest Dissertations & Theses Full Text,0146,2014,Health and environmental sciences;Education;Constructivism;Dental education;Experiential learning;Knowledge transfer;Professional education;Reflection;Health and environmental sciences;Education;Constructivism;Dental education;Experiential learning;Knowledge transfer;Professional education;Reflection,http://search.proquest.com/docview/1512217613?accountid=13314,Ann Arbor,0567: Dentistry;0745: Higher education,New York University,Dissertations & Theses,Dentistry;Higher education
1502015040,203,22,0,9781303717475,Copyright ProQuest UMI Dissertations Publishing 2014,Maredia Mywish;Shupp Robert;Jin Songqin;Wooldridge Jeffrey,United States -- Michigan,DAI-A 75/05(E) Nov 2014,Agricultural Food and Resource Economics,2014,Impact evaluation of a multi-intervention development project: Effects on adoption of agricultural technologies and levels of trust,Dissertation/Thesis,Ph.D.,3611224,Peralta-Sanchez Maria-Alexandra,Swinton Scott M.;Swinton Scott M.,United States,224,English,ProQuest Dissertations & Theses Full Text,0128,2014,Social sciences;Experimental economics;Impact evaluation;Nicaragua;Panel data;Rural development;Social sciences;Experimental economics;Impact evaluation;Nicaragua;Panel data;Rural development,http://search.proquest.com/docview/1502015040?accountid=13314,Ann Arbor,0503: Agricultural economics,Michigan State University,Dissertations & Theses,Agricultural economics
1498128508,0,0,0,9781303682131,Copyright ProQuest UMI Dissertations Publishing 2014,Orphan Victoria J.;Mazmanian Sarkis K.;Newman Dianne K.,United States -- California,DAI-B 75/05(E) Nov 2014,Environmental Science and Engineering,2014,Catechol 23-dioxygenase-assisted cleavage of aromatics by "anaerobic" termite gut spirochetes and genomic evidence of a complete meta-pathway,Dissertation/Thesis,Ph.D.,3609378,Lucey Kaitlyn Shae,Leadbetter Jared R.;Leadbetter Jared R.,United States,260,English,ProQuest Dissertations & Theses Full Text,0037,2014,Biological sciences;Health and environmental sciences;Aromatic metabolism;Meta-cleavage pathways;Spirochete;Symbiosis;Termite hindgut;Microbial communities;Microbial ecosystems;Biological sciences;Health and environmental sciences;Aromatic metabolism;Meta-cleavage pathways;Spirochete;Symbiosis;Termite hindgut;Microbial communities;Microbial ecosystems,http://search.proquest.com/docview/1498128508?accountid=13314,Ann Arbor,0410: Microbiology;0768: Environmental science,California Institute of Technology,Dissertations & Theses,Microbiology;Environmental science
1499829765,0,0,0,9781303699344,Copyright ProQuest UMI Dissertations Publishing 2014,Barnes Frank;Pevoto Allan,United States -- Minnesota,DAI-A 75/05(E) Nov 2014,School of Business and Technology,2014,Public sector and private sector executive leadership forming a cross-sector collaboration: A case study,Dissertation/Thesis,Ph.D.,3610260,Kirby Eddie J.,Salmons Janet;Salmons Janet,United States,171,English,ProQuest Dissertations & Theses Full Text,1351,2014,Social sciences;Collaborative advantage;Cross-sector collaboration;Societal issues;Economic development;Job creation;Value creation;Social sciences;Collaborative advantage;Cross-sector collaboration;Societal issues;Economic development;Job creation;Value creation,http://search.proquest.com/docview/1499829765?accountid=13314,Ann Arbor,0454: Management,Capella University,Dissertations & Theses,Management
1512620949,52,8,0,9781303775352,Copyright ProQuest UMI Dissertations Publishing 2014,,United States -- Minnesota,MAI 52/05(E) Oct 2014,Management,2014,Preparing employees to work in a virtual environment,Dissertation/Thesis,M.B.A.,1553209,Carlson Jessica,Lacy Kent;Burns Erik;Lacy Kent;Burns Erik,United States,42,English,ProQuest Dissertations & Theses Full Text,0614,2014,Social sciences;Communication;Communication technology;Employee training;Telework;Virtual work;Virtual work teams;Social sciences;Communication;Communication technology;Employee training;Telework;Virtual work;Virtual work teams,http://search.proquest.com/docview/1512620949?accountid=13314,Ann Arbor,0454: Management,The College of St. Scholastica,Dissertations & Theses,Management
1497225241,153,10,0,9781303681769,Copyright ProQuest UMI Dissertations Publishing 2013,Nisbett Kim;McNealy Tara,United States -- Arizona,DAI-A 75/04(E) Oct 2014,Higher Education Administration,2013,Learning communities: A phenomenological exploration in a Historically Black College,Dissertation/Thesis,Ph.D.,3578028,Roberts Kimberly Yvonne,Craig Ford M.;Craig Ford M.,United States,120,English,ProQuest Dissertations & Theses Full Text,0850,2013,Education;Historically Black Colleges;Learning communities;Academic success;Social integration;Enhanced educational development;Education;Historically Black Colleges;Learning communities;Academic success;Social integration;Enhanced educational development,http://search.proquest.com/docview/1497225241?accountid=13314,Ann Arbor,0446: Higher Education Administration,University of Phoenix,Dissertations & Theses,Higher Education Administration
1504644232,79,7,0,9781303727597,Copyright ProQuest UMI Dissertations Publishing 2014,Sood Arun;Mulpuri Rao;Costa Paulo,United States -- Virginia,DAI-B 75/06(E) Dec 2014,Information Technology,2014,A dynamic dialog system using semantic web technologies,Dissertation/Thesis,Ph.D.,3611766,Ababneh Mohammad,Wijesekera Duminda;Wijesekera Duminda,United States,127,English,ProQuest Dissertations & Theses Full Text,0883,2014,Communication and the arts;Applied sciences;Automated physical access control;Computerized adaptive testing of personal trust;Contextual reasoning;Dynamic dialogs;Interactive voice response;Item response theory;Communication and the arts;Applied sciences;Automated physical access control;Computerized adaptive testing of personal trust;Contextual reasoning;Dynamic dialogs;Interactive voice response;Item response theory,http://search.proquest.com/docview/1504644232?accountid=13314,Ann Arbor,0489: Information Technology;0723: Information science;0984: Computer science,George Mason University,Dissertations & Theses,Information Technology;Information science;Computer science
1468958473,181,19,2,9781303570599,Copyright ProQuest UMI Dissertations Publishing 2014,Galezewski James,United States -- Illinois,DAI-B 75/03(E) Sep 2014,Clinical Psychology,2014,Perceived stress mindfulness and sense of coherence: a comparison between first generation and non-first generation clinical psychology doctoral trainees,Dissertation/Thesis,Psy.D.,3602985,Hover Paige Amber,Gaubatz Michael;Gaubatz Michael,United States,122,English,ProQuest Dissertations & Theses Full Text,0971,2014,Psychology;Education;First generation;First in family;Graduate student;Higher education;Sense of coherence;Stress;Psychology;Education;First generation;First in family;Graduate student;Higher education;Sense of coherence;Stress,http://search.proquest.com/docview/1468958473?accountid=13314,Ann Arbor,0622: Clinical psychology;0745: Higher education,The Chicago School of Professional Psychology,Dissertations & Theses,Clinical psychology;Higher education
1507461931,155,7,1,9781303738838,Copyright ProQuest UMI Dissertations Publishing 2014,Chapin David;Seley John;Bates Mariette;Gray David,United States -- New York,DAI-B 75/06(E) Dec 2014,Psychology,2014,Development of a model of participation of community-based discretionary activities by people who use wheelchairs,Dissertation/Thesis,Ph.D.,3612343,Perr Anita,Winkel Gary;Winkel Gary,United States,143,English,ProQuest Dissertations & Theses Full Text,0046,2014,Psychology;Health and environmental sciences;Community integration;Disability;Participation;Psychosocial function;Wheelchair;Psychology;Health and environmental sciences;Community integration;Disability;Participation;Psychosocial function;Wheelchair,http://search.proquest.com/docview/1507461931?accountid=13314,Ann Arbor,0498: Occupational Therapy;0620: Developmental psychology;0621: Psychology,City University of New York,Dissertations & Theses,Occupational Therapy;Developmental psychology;Psychology
